usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-3a89c1ff,S-096b76ab,2023-03-25,feature_13,11,2308,0,False
U-96bc9629,S-13c267cf,2023-05-12,feature_35,6,336,0,True
U-190062c5,S-42962e01,2022-08-19,feature_27,9,1505,0,False
U-068d4fef,S-27523eb4,2021-05-19,feature_19,7,267,0,False
U-6065912c,S-27cd5501,2024-02-01,feature_37,16,2809,2,True
U-ae52a8c2,S-7961f01f,2022-05-19,feature_23,6,1844,0,False
U-d2c24f73,S-bd408c06,2021-02-11,feature_36,6,4909,1,False
U-f0e910d2,S-21c1ac50,2022-08-16,feature_38,8,4008,0,False
U-d56ded5e,S-825e3fcb,2023-12-15,feature_35,7,2136,0,False
U-f6bafae3,S-3f9dc5b5,2022-07-13,feature_37,8,6157,0,False
U-7757da34,S-5f00e432,2023-02-15,feature_37,11,2815,0,False
U-e83b5b2f,S-2424b6b4,2022-05-13,feature_39,13,269,0,False
U-9b677185,S-b24f080f,2024-06-11,feature_3,3,5276,0,True
U-bb47406a,S-8c5cd696,2024-09-06,feature_16,12,7991,1,False
U-067523c6,S-a8a9ce7f,2021-10-06,feature_11,8,945,0,False
U-08e14468,S-34c6da40,2022-10-09,feature_33,12,562,0,False
U-1e38b5e0,S-85b3e67e,2022-05-19,feature_40,13,955,0,True
U-fe0bc413,S-61b0d028,2023-12-24,feature_30,10,1667,2,False
U-ccc0d3c3,S-5d6e00ea,2021-03-28,feature_4,15,2708,0,False
U-6ee6f9c3,S-2e8b1ffc,2022-04-11,feature_8,8,1852,1,False
U-52708304,S-0fe239b8,2023-02-18,feature_40,9,623,0,False
U-2e936d04,S-088a4586,2021-05-30,feature_30,7,93,0,False
U-e081f108,S-3e4b7408,2022-06-22,feature_11,7,1892,0,False
U-666962d3,S-74f7aabf,2022-04-03,feature_34,10,1016,0,False
U-6aad90d3,S-a4c1c4bf,2023-05-04,feature_4,11,1874,0,False
U-b2afe1d3,S-b2b06764,2023-08-29,feature_14,11,602,0,False
U-04cd8b8b,S-cad810b5,2022-02-01,feature_11,9,1742,1,False
U-ac03e818,S-8eef7af7,2023-01-18,feature_39,7,437,0,True
U-3c16844c,S-24665c56,2024-07-09,feature_16,3,1143,1,False
U-bc3422a1,S-0a8b8220,2023-05-30,feature_10,9,2458,0,False
U-f839339a,S-8b19469b,2024-01-18,feature_36,13,1009,0,False
U-1a96fd43,S-73dffb3a,2024-01-21,feature_2,4,8779,0,False
U-dab0927f,S-441fc5f4,2021-06-06,feature_27,9,1124,0,False
U-7aa2ebf4,S-b7f48569,2021-02-20,feature_40,4,1172,0,False
U-ec191b06,S-5e377781,2024-08-18,feature_36,9,11226,0,False
U-c14ae366,S-cb196715,2024-06-12,feature_28,7,1531,0,False
U-82f8b238,S-59f9d3ed,2024-06-06,feature_36,15,5959,0,False
U-1b10af68,S-877ebb58,2021-04-04,feature_31,14,3911,0,False
U-684e99fa,S-a608074b,2024-03-22,feature_24,10,27,2,False
U-dc4aa69d,S-ef321456,2021-06-12,feature_15,7,425,0,False
U-892a9541,S-27b096f1,2021-06-13,feature_10,7,1638,0,True
U-42342374,S-02dbd87c,2022-11-11,feature_38,4,3891,0,False
U-818f5b46,S-cf7f7b87,2023-01-07,feature_32,10,6177,0,False
U-f720ecd1,S-da93d923,2021-01-06,feature_13,11,702,1,False
U-3b08c23a,S-b5d0f1cf,2024-10-11,feature_7,5,3491,0,False
U-40462ab1,S-e82b7307,2024-03-24,feature_24,11,1408,1,False
U-906a2f51,S-6201cd1e,2022-09-10,feature_13,10,4084,0,False
U-5b2eb4f2,S-1204bc91,2023-03-08,feature_30,7,4687,1,False
U-2060b0ba,S-a056aed5,2023-05-03,feature_7,8,4332,0,False
U-d02b9ac1,S-c78c2f3a,2023-05-16,feature_17,8,1352,1,False
U-338bd930,S-37a91506,2021-07-30,feature_7,5,5083,0,False
U-afbc9f5a,S-ec0bbb90,2024-07-14,feature_39,11,707,0,False
U-f29adde6,S-bbc86d65,2023-08-30,feature_11,6,107,0,True
U-877c10eb,S-0adff1bc,2023-07-03,feature_17,6,6146,0,False
U-16f22b57,S-0c90fedb,2024-06-28,feature_25,8,907,1,False
U-137ea145,S-b5079c8c,2024-09-16,feature_30,10,781,0,False
U-4904e996,S-c8f20283,2023-10-08,feature_16,14,920,0,False
U-ea3c1990,S-d0b9a9da,2023-08-16,feature_35,14,3852,0,False
U-697ff899,S-0e4e3d32,2021-08-06,feature_15,6,1531,0,False
U-a41acb59,S-4579b46a,2022-02-14,feature_31,10,4584,0,False
U-6bbee1ab,S-1d6e79f6,2021-05-08,feature_10,11,3230,0,False
U-02c016c9,S-2c74cbab,2024-11-11,feature_36,5,2610,1,True
U-31c3a126,S-5b93493c,2024-04-17,feature_8,10,6917,0,False
U-924e0832,S-0da0bc30,2023-04-05,feature_19,12,165,0,False
U-d6160ea9,S-f24e4f5a,2024-09-16,feature_8,12,3452,0,False
U-142f3c45,S-d64e41ac,2024-09-27,feature_26,8,2736,0,False
U-c7610bf1,S-12493acc,2024-07-09,feature_11,5,1441,1,False
U-ddb3ed55,S-a2a6840a,2021-02-22,feature_9,10,7431,0,False
U-7e8f4742,S-b272ced6,2024-07-30,feature_18,9,676,0,False
U-44154d75,S-42cd7651,2022-01-22,feature_4,8,468,0,False
U-f579aeec,S-2da7c1bf,2021-09-23,feature_30,9,37,0,False
U-05b0f4ef,S-fab22d60,2022-05-12,feature_38,10,2210,0,True
U-aafd1ac9,S-c2d9e462,2021-07-20,feature_2,7,6334,0,False
U-bd733bd4,S-04b93b54,2022-04-20,feature_2,9,11233,0,False
U-4b3b4677,S-8d13984c,2024-07-13,feature_7,5,3120,0,False
U-95ec962a,S-bf8139fb,2021-12-08,feature_5,14,8448,0,False
U-1d43faf3,S-29887181,2021-01-03,feature_5,4,4587,0,False
U-ad729d0d,S-91624b1f,2021-09-06,feature_22,6,1509,1,False
U-9b77e9a2,S-0e33537c,2021-03-20,feature_4,7,524,0,True
U-ec3c5e08,S-252bcfbc,2024-06-26,feature_30,14,3068,0,True
U-f7ce38bf,S-91d1bb92,2021-10-01,feature_9,9,873,0,True
U-95b4d0ff,S-98f45a27,2022-04-12,feature_12,7,2025,0,False
U-75cf9fcb,S-c8caa8c3,2021-11-02,feature_5,8,2325,0,False
U-898c5edf,S-f2050e75,2023-03-03,feature_4,6,1151,2,False
U-17612425,S-eae7d4f6,2022-03-03,feature_31,5,12233,0,True
U-bd1aa3de,S-6f784b5f,2021-09-05,feature_1,11,2455,1,False
U-bf656a45,S-6ff85f3e,2022-05-10,feature_31,6,6299,0,False
U-ff4cec2a,S-aab4a93b,2024-02-10,feature_24,10,1076,0,False
U-9600f966,S-45df9a72,2021-07-03,feature_9,8,1594,2,False
U-2a15bbf1,S-7b6613bc,2021-05-02,feature_24,7,6128,0,False
U-c5d066af,S-687c1453,2024-09-25,feature_24,12,1903,0,False
U-4a14e536,S-24839771,2023-05-06,feature_1,8,318,0,False
U-98457902,S-6969fcba,2023-04-07,feature_40,12,780,0,False
U-f0b4a800,S-ec285091,2021-12-13,feature_23,8,2846,0,False
U-22517627,S-1a788830,2021-02-09,feature_6,15,1863,0,False
U-570a72b8,S-44d864b7,2024-06-08,feature_33,7,2222,0,False
U-eaf938cc,S-e8d864e5,2021-09-07,feature_32,9,4392,0,False
U-e2d6a2ed,S-3cfb865f,2021-09-21,feature_7,6,204,0,False
U-a44aa4e4,S-0d9acb6f,2024-05-22,feature_12,10,7028,0,False
U-4ccaf34a,S-107e3b93,2022-04-24,feature_9,13,1690,0,False
U-f7f587e9,S-144ca06b,2023-06-22,feature_36,9,12696,0,False
U-356fac6c,S-68df4e0d,2023-11-06,feature_25,14,2889,0,False
U-ed15d121,S-61e9372d,2023-02-27,feature_23,4,1069,0,False
U-0bedb841,S-5f6be75b,2024-08-26,feature_39,8,875,0,False
U-7608cba4,S-347d6526,2023-04-16,feature_4,1,2921,0,True
U-21193fa3,S-0b8d61d5,2022-02-28,feature_25,8,3562,0,False
U-8310ca3d,S-b602f99e,2023-12-02,feature_32,14,2700,1,False
U-a9909b45,S-af165473,2021-12-11,feature_30,15,8599,0,False
U-68c5ed14,S-1ba88a1e,2024-01-02,feature_22,15,96,0,False
U-c9648dc0,S-ac59d71d,2024-12-30,feature_22,6,2053,0,True
U-4fe0fff6,S-01bd5e2e,2024-10-07,feature_6,12,6745,0,False
U-6818a822,S-b91e7aae,2021-08-09,feature_1,11,1981,0,False
U-0f4580c3,S-64d9c759,2023-04-29,feature_12,10,175,0,False
U-9826741b,S-eb152db1,2024-04-04,feature_32,13,5420,0,False
U-f8ece7f3,S-431341b6,2022-01-21,feature_7,11,4271,0,False
U-6ab063b5,S-e1e0983f,2024-05-24,feature_20,11,11216,0,False
U-3568b7ce,S-c3cc4dae,2024-02-01,feature_7,11,1865,0,False
U-5e744a57,S-bf8139fb,2022-11-27,feature_3,13,201,0,False
U-b8109048,S-2096d38b,2023-04-10,feature_29,11,12696,0,False
U-68f25d34,S-699e93be,2024-09-04,feature_37,17,1552,0,False
U-16f24423,S-f46d2b2a,2021-01-15,feature_11,8,1727,0,False
U-66d1d990,S-e441a647,2022-05-22,feature_31,7,405,0,False
U-f8db106a,S-6e1b2788,2021-02-28,feature_27,5,1686,0,False
U-0303ac41,S-362c1ed3,2021-09-10,feature_32,7,3935,0,False
U-af68c747,S-97386ba2,2022-01-09,feature_19,6,1220,0,False
U-23b5bd79,S-8463a07f,2024-04-05,feature_27,9,475,1,False
U-5973ba3e,S-1967bf4f,2024-06-15,feature_34,9,33,0,False
U-ee429b7b,S-cf0f56e8,2022-05-06,feature_40,18,937,1,False
U-61cfcbd2,S-fe390640,2024-11-13,feature_26,11,1510,0,False
U-06492872,S-b5c71f8a,2022-04-04,feature_1,12,5030,1,False
U-90898a80,S-a5dc7a48,2023-03-30,feature_24,14,2108,0,True
U-6633d802,S-86f823cd,2022-12-22,feature_3,6,7187,0,False
U-b05bb0d0,S-db69da79,2021-09-14,feature_27,9,2425,0,False
U-85f259b4,S-008dcd15,2021-02-22,feature_12,15,922,0,False
U-199cf4ff,S-583ad0ef,2022-08-21,feature_23,9,471,0,False
U-7f768693,S-064aba9b,2024-04-21,feature_12,11,397,0,False
U-9556cad7,S-1e404ab3,2023-09-18,feature_10,3,1571,0,False
U-7800e6f1,S-cfe54f0b,2021-06-12,feature_3,10,4869,1,False
U-587f4d20,S-ef316889,2021-12-19,feature_23,8,877,0,False
U-9d94e682,S-7f1be8d1,2024-10-09,feature_6,11,5467,0,False
U-55022d55,S-3a825b3e,2021-04-18,feature_3,3,725,0,False
U-60056c76,S-1287755c,2021-06-23,feature_37,13,700,0,False
U-09aeb4f3,S-1694e04a,2024-11-16,feature_11,13,471,0,False
U-bde80c99,S-5dbe5834,2022-04-17,feature_17,9,2647,0,False
U-1bd5da63,S-d917be87,2024-03-01,feature_25,6,3701,1,False
U-efecd8e9,S-5d51d6d3,2022-01-29,feature_8,6,324,1,False
U-55bf6cf2,S-07e98d6d,2021-02-06,feature_38,13,6350,0,False
U-e32a647f,S-a8baa38e,2021-09-29,feature_6,10,3725,1,False
U-d86cf031,S-5d35974a,2022-10-19,feature_25,11,2896,0,False
U-037ace4d,S-fab22d60,2023-06-25,feature_11,7,4174,1,False
U-49526844,S-1cb0de57,2021-06-12,feature_28,4,2623,1,False
U-22602a67,S-183e2f2c,2023-12-04,feature_33,9,593,0,False
U-aa7d529b,S-623c832c,2021-01-29,feature_9,10,12696,0,False
U-5931c25f,S-a574de05,2023-09-11,feature_32,11,5561,1,False
U-dd4806d0,S-a67ee77e,2021-02-01,feature_13,9,8780,0,False
U-ac2420e5,S-97386ba2,2024-04-13,feature_12,5,2736,0,False
U-2c100e2e,S-75465291,2021-04-15,feature_31,8,2000,0,False
U-b25203a5,S-0021a2dc,2021-08-20,feature_29,11,68,0,False
U-2ed4bd96,S-629d1a94,2021-09-11,feature_39,9,2277,1,False
U-9b990029,S-278ce4d7,2024-12-23,feature_38,8,6667,1,False
U-36aac214,S-2bcd0c33,2023-08-22,feature_5,14,570,1,False
U-bff9e1d2,S-c2eba3c7,2023-07-05,feature_16,10,1989,0,True
U-d86d890d,S-1a33e5e0,2022-04-07,feature_38,9,1631,1,False
U-c47ef66f,S-ef56ae84,2024-11-16,feature_29,8,2573,0,False
U-99a0a805,S-341ed861,2021-08-22,feature_27,3,5642,0,False
U-d121a327,S-ddcd6bf1,2023-01-20,feature_19,7,36,0,False
U-2e46c7ec,S-ef321456,2024-03-30,feature_3,10,1949,0,False
U-3f9a2e32,S-55fd0f52,2022-07-06,feature_15,13,485,1,False
U-cab4b6b8,S-c2c626b6,2021-03-26,feature_22,11,6010,0,False
U-e8d7f761,S-64305ab9,2024-08-11,feature_26,13,5954,0,False
U-7bcfee6b,S-ab93f987,2022-05-17,feature_40,15,901,0,False
U-dedbe709,S-901a6151,2021-04-30,feature_13,9,271,0,False
U-d6e50a18,S-c03177f1,2022-09-07,feature_29,9,2371,0,False
U-0ed344cf,S-5f6dc643,2024-01-19,feature_8,13,550,0,False
U-cd90ab00,S-88eed633,2022-09-10,feature_11,4,3078,0,False
U-46eabd72,S-23dd1850,2022-01-10,feature_27,12,1237,0,True
U-efd25ff4,S-bfb5306c,2023-09-25,feature_7,10,7438,2,False
U-d09173c3,S-31d7e923,2021-02-14,feature_25,10,989,0,False
U-a24e4046,S-a3fd8c11,2021-04-22,feature_25,10,1103,0,False
U-c9ae42d6,S-56870c95,2022-10-02,feature_18,9,217,0,False
U-5ceb433f,S-0af510ed,2022-09-03,feature_35,6,1856,0,False
U-adb18e19,S-3bd11634,2021-05-04,feature_40,12,2700,0,False
U-d683cb03,S-21903141,2021-12-28,feature_7,9,4577,0,False
U-2ad240e1,S-58427f7b,2022-04-17,feature_19,11,6975,0,False
U-667e6c89,S-edb988c3,2022-05-12,feature_12,6,7183,2,False
U-e25a3954,S-b13df5b5,2021-07-30,feature_22,10,2847,0,False
U-6dd53a23,S-ace6b39d,2024-06-14,feature_18,9,1951,0,False
U-90c21a9c,S-daa36cbe,2023-11-13,feature_2,13,8375,0,False
U-28a696ba,S-c6be334f,2021-12-11,feature_22,12,1980,1,False
U-ad8cf18c,S-5e0c4fef,2022-04-30,feature_14,10,1008,0,False
U-aafcf78f,S-aece8d95,2023-05-20,feature_20,9,1769,0,False
U-957cf658,S-994619fc,2021-06-01,feature_7,8,823,0,False
U-fa16f927,S-0986ef0c,2021-08-04,feature_27,13,5514,0,False
U-9f5a5e1d,S-126edaa2,2023-12-24,feature_29,10,290,0,False
U-0fc01710,S-2756b7b3,2021-10-27,feature_24,8,895,0,False
U-9208340b,S-11983932,2022-05-14,feature_13,8,2713,0,False
U-0fbd8479,S-f1d92f0e,2023-04-08,feature_12,10,1081,1,False
U-6ea04161,S-125f84cf,2021-07-11,feature_1,2,680,0,False
U-649494f3,S-b1e4c44f,2023-07-08,feature_6,10,395,0,False
U-047cbba0,S-44aabae4,2021-05-13,feature_40,10,2163,0,False
U-a867778c,S-74d10b2b,2023-09-23,feature_30,4,1450,0,True
U-78aa565c,S-6f784b5f,2024-01-07,feature_14,8,3608,0,False
U-daa04969,S-c3b6a55f,2023-07-23,feature_5,12,1722,0,False
U-1faac32d,S-23a6d183,2022-05-18,feature_28,12,1318,0,False
U-ecb2b22f,S-238fe153,2023-09-25,feature_27,9,1552,0,False
U-6162dd10,S-cdee1127,2022-06-30,feature_5,11,4371,0,False
U-de7f578c,S-85bddb9a,2021-04-12,feature_27,8,3046,0,False
U-d0a31966,S-d456149b,2024-09-26,feature_7,13,2818,0,False
U-0f6c31a1,S-b3277a73,2021-07-21,feature_38,5,3835,1,False
U-dde220cb,S-1bb32677,2023-11-12,feature_23,11,547,0,False
U-d44220b4,S-bf43c7cb,2022-02-20,feature_30,9,4491,1,False
U-b2c7743b,S-4299424f,2022-08-14,feature_9,8,6580,0,False
U-076e46c1,S-fecddb29,2021-06-04,feature_34,5,2840,0,False
U-0594b3ee,S-a3fda421,2023-09-24,feature_31,15,508,0,False
U-d2d0bbfc,S-f2c28392,2023-01-22,feature_31,7,2871,0,False
U-6aaafa71,S-b60e59dc,2021-12-06,feature_13,3,582,0,False
U-01bfac32,S-548184ac,2024-05-26,feature_40,9,1122,0,False
U-935a1dbd,S-d0a2a8a5,2023-03-04,feature_12,12,3120,0,True
U-d8dcb9f4,S-0ebdfaec,2024-12-30,feature_2,8,10437,2,True
U-b7a2e786,S-428a4676,2024-09-16,feature_5,8,4056,0,False
U-c50cae41,S-24d72649,2023-12-09,feature_38,7,8063,0,False
U-e4f5c812,S-7b5d0d1c,2021-08-04,feature_38,11,6209,1,False
U-5e5fdfc2,S-5be62f33,2022-04-06,feature_16,13,7166,0,False
U-7c518198,S-b78cea91,2023-08-27,feature_20,12,1805,0,False
U-08c8d8bf,S-c4f405ad,2023-06-25,feature_5,15,3183,1,False
U-806fccd0,S-55938236,2024-12-05,feature_22,0,4653,0,False
U-c5b3c660,S-0c319960,2024-10-27,feature_16,13,3600,0,False
U-0f4178d8,S-8983ce63,2021-06-09,feature_16,9,2107,0,False
U-9abcceae,S-7361b496,2024-10-03,feature_7,12,1563,1,False
U-2007726f,S-f3025388,2023-10-04,feature_30,14,1458,0,False
U-a594d3cd,S-7e4e5f42,2022-02-11,feature_8,12,1,1,False
U-aa94c543,S-260668d3,2022-05-26,feature_3,9,5214,1,False
U-2be424cb,S-3d3bcfa1,2023-11-04,feature_21,11,4233,0,False
U-e02209f4,S-554a0dde,2022-12-16,feature_40,9,135,0,False
U-dd26fdb8,S-ac301b0f,2024-07-30,feature_28,7,1950,0,False
U-024f966c,S-74537f85,2023-05-07,feature_27,9,2154,0,False
U-c8c4d545,S-5a759789,2021-07-04,feature_22,11,4523,0,False
U-e63eb542,S-0859cd92,2022-02-20,feature_7,8,1987,0,False
U-4ed91c98,S-441a73d9,2021-03-15,feature_12,15,2981,0,False
U-f413331a,S-6e94a4a2,2024-12-13,feature_18,12,2868,0,True
U-5aa9604f,S-66c29c3b,2023-02-06,feature_11,5,1847,0,False
U-b6292299,S-a55e8a81,2024-05-17,feature_16,12,5722,0,False
U-3af8f2c1,S-bf4bde2e,2023-10-27,feature_23,15,4271,1,False
U-7b94e414,S-51ab6c29,2022-03-14,feature_38,11,473,1,False
U-9e1eb458,S-f59b9ccd,2021-05-25,feature_40,9,3468,0,False
U-53e7f20a,S-877ebb58,2024-10-11,feature_27,11,57,0,False
U-005650bf,S-21df0cfd,2021-04-05,feature_35,12,367,0,False
U-4657f114,S-5d7a5ba1,2021-02-18,feature_9,3,2831,1,False
U-2f51432b,S-85ec8ead,2022-10-23,feature_24,5,6623,0,True
U-14f87101,S-61a6a228,2024-05-11,feature_3,9,2369,0,False
U-ba83ae20,S-c929d0b9,2023-11-10,feature_40,16,2494,0,False
U-146f8790,S-65bbd337,2023-08-16,feature_30,8,3252,0,False
U-ec93fa47,S-02ed1787,2022-02-06,feature_40,6,3055,0,False
U-1d59dc37,S-7f49af95,2021-04-14,feature_33,6,3642,0,False
U-7f53fbc5,S-877b1cf6,2022-07-03,feature_38,7,2734,0,False
U-ad6af2f4,S-ab746228,2023-10-08,feature_25,10,799,0,False
U-7d695f37,S-db66ed43,2024-11-12,feature_34,3,2417,0,False
U-4c37f4a2,S-9572c0c5,2024-03-04,feature_34,7,1775,0,False
U-abf4b828,S-1cef0590,2022-12-20,feature_21,10,102,1,False
U-396d1af2,S-b6f5d465,2023-01-09,feature_32,6,1371,0,False
U-eee33a38,S-2e98af75,2021-07-26,feature_7,9,7936,0,False
U-d80dc783,S-b4943002,2022-03-23,feature_6,9,338,0,False
U-93f43419,S-971896bf,2021-07-11,feature_27,14,919,2,False
U-c7f413a7,S-293fc3f2,2024-08-06,feature_5,9,541,1,False
U-ad1b2c47,S-c8bea03e,2022-07-07,feature_28,8,5547,0,False
U-3340f123,S-290b9df7,2024-08-04,feature_37,13,212,0,False
U-7678217d,S-a486213b,2024-04-07,feature_34,11,2809,0,False
U-634600d9,S-0c192a76,2024-12-02,feature_27,4,3366,0,False
U-19d12c0c,S-ef95a38e,2022-06-28,feature_26,14,879,0,False
U-fb403b7f,S-22d3577c,2024-08-31,feature_10,6,820,0,True
U-191ed98d,S-38667841,2024-09-20,feature_37,10,1644,1,False
U-b3c0687a,S-c8c2240c,2022-07-29,feature_36,9,4731,1,False
U-30453441,S-27f2b45d,2024-06-21,feature_5,11,1526,0,True
U-ab3ac6d9,S-a608074b,2022-09-17,feature_15,6,517,0,False
U-cc9f5ed7,S-4109260e,2024-12-06,feature_12,14,1983,0,False
U-0f3177e2,S-2c1855af,2024-04-30,feature_7,10,501,0,False
U-04a0acaf,S-b20f8714,2024-04-22,feature_37,8,1295,0,False
U-d2b6acd8,S-58b1a3a8,2022-04-28,feature_39,13,2877,0,False
U-a528e563,S-e1e0983f,2022-06-01,feature_14,8,3202,0,False
U-ac5cc1dc,S-34c6da40,2024-02-06,feature_12,19,2337,0,False
U-4f45bb04,S-d5de95b1,2022-04-19,feature_10,2,197,0,False
U-5aa4f536,S-7e4549b5,2021-07-10,feature_27,10,2818,0,False
U-c7a2a2c7,S-8de42c96,2023-12-19,feature_7,9,10508,0,False
U-c6ea1e9c,S-07e98d6d,2023-04-28,feature_32,9,1803,0,False
U-41732ae1,S-ce8a11ad,2024-02-29,feature_12,12,20,0,False
U-2a3b64e0,S-c4c0eedb,2023-03-15,feature_9,14,2160,0,False
U-de35c191,S-c5317b88,2021-08-07,feature_10,7,4042,0,False
U-424a4987,S-7aa5a015,2023-01-10,feature_23,13,584,0,True
U-cad7b75b,S-bbb3bbbd,2024-09-21,feature_4,13,4429,1,True
U-2765679a,S-ec053cb6,2024-05-18,feature_28,7,3463,0,False
U-13d2897f,S-8c157009,2022-10-07,feature_30,10,12696,0,False
U-84f8ca47,S-f27406f9,2024-10-09,feature_39,12,96,0,False
U-7404bcfc,S-e7afecf3,2024-05-07,feature_6,14,7613,1,False
U-52698c44,S-92e03b98,2022-10-03,feature_28,5,1895,0,True
U-37bd5c44,S-a4e594f3,2023-04-17,feature_19,7,1142,0,False
U-5bdc92d4,S-734603f0,2021-01-15,feature_21,13,1362,0,False
U-81af14ca,S-225050c1,2024-08-22,feature_24,8,3005,0,False
U-08ee9c8b,S-0cf9057d,2022-11-28,feature_16,11,1338,0,False
U-1fc24bab,S-c08b224e,2022-04-13,feature_34,14,1373,0,False
U-3a15110a,S-a79b3f78,2024-07-11,feature_12,12,9859,2,False
U-1ff7db04,S-4ebfa109,2023-01-17,feature_11,13,3991,0,False
U-d2230364,S-8b73bf07,2023-04-11,feature_34,12,856,0,False
U-c9122001,S-3f1166bf,2024-03-04,feature_16,11,1,0,False
U-a0ced289,S-56341d39,2023-07-07,feature_4,4,1205,1,False
U-9ac4ad70,S-dce95e65,2024-04-02,feature_10,8,707,4,False
U-1bacc1e0,S-dcef977f,2023-02-25,feature_40,11,2690,1,False
U-6ddcfa56,S-a44443c4,2021-01-20,feature_13,4,820,0,False
U-1b4836a0,S-f14798fd,2023-01-25,feature_16,11,687,0,True
U-a12840b2,S-9f70488f,2021-05-30,feature_26,9,4174,0,False
U-f2a49c0e,S-4e5fb11c,2021-07-31,feature_24,8,1073,0,False
U-1f17119d,S-cfdfb114,2022-06-12,feature_31,10,11731,0,False
U-b75fad45,S-fed11d6c,2021-11-04,feature_39,6,5317,0,True
U-a0d9bac3,S-204f4d1f,2024-04-06,feature_10,10,143,0,False
U-0aa549d1,S-303bd049,2021-01-07,feature_13,11,5386,1,False
U-7d94bf07,S-ce87cead,2022-08-28,feature_35,6,1468,0,False
U-d59cf9c7,S-a835e819,2021-04-25,feature_4,6,8897,0,False
U-bf2863e2,S-af00a6ec,2023-04-17,feature_3,13,1693,0,True
U-dd16a5f9,S-ac0b5a12,2021-09-21,feature_11,11,5119,1,False
U-229d21e6,S-1f41a05c,2021-06-10,feature_29,8,573,1,False
U-e92ed3be,S-19b7ab2e,2023-10-02,feature_29,8,6483,0,False
U-252d725e,S-c0e41a07,2023-07-13,feature_13,11,265,0,False
U-bc15f018,S-9ea1aee6,2021-11-10,feature_33,6,6147,2,True
U-d03708c2,S-8ff63313,2022-11-13,feature_16,14,3318,0,False
U-14ed6683,S-e8d52ecc,2023-02-14,feature_20,10,3059,0,False
U-699d9478,S-b9bf2b2b,2022-02-10,feature_19,8,5845,0,False
U-95e42366,S-fb39ffa4,2023-05-18,feature_6,12,9291,0,False
U-63e582bb,S-88a01713,2021-11-24,feature_1,7,93,0,False
U-c59a8a65,S-685f5772,2021-05-27,feature_9,14,40,0,False
U-39bd248d,S-325f2275,2022-02-24,feature_13,11,2967,0,False
U-6688eadd,S-5a4c9ab4,2024-12-04,feature_2,12,230,0,False
U-17f099ed,S-7fc94c46,2022-03-04,feature_6,9,3188,1,False
U-dd907064,S-bfe112f5,2023-04-28,feature_13,10,1657,0,True
U-cc46bb19,S-1a55f8a9,2021-06-19,feature_19,13,1858,0,False
U-a2ec4dc4,S-a84e11e6,2021-06-22,feature_16,10,3850,0,False
U-8bd93115,S-25507286,2021-11-26,feature_40,12,115,0,True
U-06e2b567,S-29a52713,2023-12-19,feature_11,2,1702,0,False
U-ef6c04ed,S-048fc48d,2023-07-12,feature_39,6,1188,0,False
U-1eda6a11,S-059ea71b,2022-12-04,feature_15,8,436,0,False
U-fbda57a7,S-7402ca52,2024-03-22,feature_13,13,448,0,False
U-45d8c07f,S-dee8ab13,2024-03-18,feature_4,6,324,0,False
U-edcd39f4,S-5d51d6d3,2022-04-14,feature_32,15,9930,0,False
U-f6470930,S-5777357f,2022-12-28,feature_16,12,2687,0,False
U-eed49c0b,S-aa7ed5ea,2024-02-02,feature_38,16,2767,1,False
U-37b7d13c,S-f4a883d6,2024-01-06,feature_11,11,4834,2,False
U-eb0db87c,S-25507286,2024-10-16,feature_12,6,184,0,False
U-6ed6b4de,S-32d2c397,2022-07-12,feature_37,6,11580,0,False
U-6cb25298,S-09eb61b7,2023-01-26,feature_13,9,3579,0,False
U-f10777a8,S-3090e38e,2023-03-20,feature_14,10,4710,0,True
U-7e0036b9,S-b36ac252,2023-03-12,feature_7,8,2819,0,True
U-18d43a3e,S-d4dd4709,2021-10-09,feature_19,7,3052,2,False
U-eee54918,S-e475a728,2024-03-20,feature_39,5,6350,0,False
U-06549601,S-4f63734b,2024-04-10,feature_22,4,919,0,False
U-c4ef76da,S-bba309f5,2021-03-26,feature_1,7,9159,1,False
U-07810408,S-c7b8246d,2021-09-27,feature_5,12,9113,1,False
U-ae49ecd1,S-fd6f768e,2024-01-08,feature_13,8,1163,1,False
U-41ea95ab,S-d259dfba,2022-09-03,feature_27,12,5992,1,False
U-fb60afad,S-34ffbc56,2023-09-17,feature_4,13,342,1,False
U-ad8bf640,S-be6b6658,2023-11-24,feature_28,9,12696,0,False
U-adc0a22c,S-498fa63d,2022-07-27,feature_24,10,1003,0,False
U-f5053b55,S-3ad916b6,2024-04-15,feature_21,8,4802,0,False
U-537659bb,S-b7c1e681,2021-11-21,feature_24,13,883,0,False
U-79d08231,S-e0df0c60,2023-09-30,feature_30,10,3691,0,False
U-0bce7627,S-ac9b63fb,2022-02-26,feature_1,9,1749,0,False
U-3c30762c,S-1d3327c7,2021-03-28,feature_24,10,3043,0,True
U-1835469d,S-e9b9b976,2023-07-12,feature_14,8,2325,0,False
U-539bf6aa,S-2c54dd3a,2021-05-16,feature_2,6,3379,0,False
U-7914cb07,S-51efd520,2023-08-03,feature_6,11,1166,0,False
U-67cedfe2,S-5824e333,2023-10-02,feature_36,13,93,0,False
U-b1209103,S-4458b457,2023-12-29,feature_8,11,508,1,False
U-898997ea,S-e5e1f543,2024-01-30,feature_4,4,738,1,False
