ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-ebcb6456,A-c6ab7a,2022-05-23 00:00:00,2022-05-27 10:09:15,106.15,low,391,4.7,True
T-4150c249,A-572cc7,2023-04-25 00:00:00,2023-04-27 14:48:40,62.81,medium,257,,False
T-a71d72d0,A-1f44c7,2023-08-16 00:00:00,2023-08-16 20:17:52,20.3,urgent,181,,False
T-e975a879,A-275801,2022-04-07 00:00:00,2022-04-07 17:03:00,17.05,low,299,,False
T-f0806aca,A-98ae9b,2022-05-26 00:00:00,2022-05-26 18:29:40,18.49,high,62,,False
T-82f4979f,A-3ea8a3,2024-02-24 00:00:00,2024-02-27 03:16:24,75.27,high,277,4.4,False
T-799e00f2,A-1aa01f,2024-03-30 00:00:00,2024-03-30 03:18:33,3.31,urgent,385,1.1,True
T-ad30c861,A-17fe97,2021-04-05 00:00:00,2021-04-07 07:11:42,55.2,urgent,177,2.0,False
T-a4db1fd3,A-51e832,2023-06-22 00:00:00,2023-06-24 12:01:05,60.02,medium,371,4.5,False
T-3d035249,A-4cf7f7,2024-03-12 00:00:00,2024-03-15 05:31:51,77.53,high,444,4.7,False
T-2886999f,A-1bf244,2021-07-21 00:00:00,2021-07-23 13:45:09,61.75,medium,447,,False
T-cb1fe822,A-7aee9c,2021-07-18 00:00:00,2021-07-18 15:47:06,15.79,urgent,26,,False
T-9c885ac4,A-274168,2021-05-22 00:00:00,2021-05-22 23:18:08,23.3,low,353,,False
T-7f9392c4,A-9175e6,2024-05-28 00:00:00,2024-05-29 15:51:09,39.85,medium,318,1.2,False
T-eaa6cf4d,A-60fec0,2023-07-28 00:00:00,2023-07-29 15:20:15,39.34,high,236,2.0,False
T-95b22d12,A-4f4bc8,2022-06-23 00:00:00,2022-06-26 17:15:59,89.27,medium,294,4.0,False
T-eae7ba19,A-c1d6f0,2023-04-03 00:00:00,2023-04-03 08:08:44,8.15,high,313,4.9,False
T-88b09cee,A-d98759,2024-11-01 00:00:00,2024-11-03 18:56:47,66.95,high,87,1.0,False
T-e7561015,A-626bb3,2024-04-14 00:00:00,2024-04-18 05:32:23,101.54,medium,339,4.3,False
T-08d25f2a,A-c402fb,2021-01-09 00:00:00,2021-01-13 08:34:22,104.57,medium,256,1.2,False
T-5732b5b5,A-70da28,2024-04-21 00:00:00,2024-04-23 23:47:37,71.79,urgent,290,1.3,False
T-fb91cb8b,A-cddcac,2022-05-14 00:00:00,2022-05-17 18:04:55,90.08,low,1,,True
T-434e4a9d,A-a4bc9c,2024-10-31 00:00:00,2024-10-31 21:44:28,21.74,high,51,4.2,False
T-27982910,A-dfaa0d,2022-12-20 00:00:00,2022-12-22 11:02:43,59.05,urgent,191,,False
T-01a01beb,A-bc1b91,2023-08-02 00:00:00,2023-08-06 13:18:05,109.3,low,261,4.4,False
T-ab1d0b71,A-8efb70,2022-05-05 00:00:00,2022-05-07 01:31:20,49.52,high,443,,False
T-d071c423,A-b2adb9,2024-05-01 00:00:00,2024-05-04 07:14:04,79.23,low,87,2.6,False
T-e11e8be2,A-9aab82,2021-05-18 00:00:00,2021-05-19 18:21:06,42.35,urgent,389,,True
T-735419cf,A-9f9cca,2023-08-19 00:00:00,2023-08-20 12:50:05,36.83,low,351,3.4,False
T-078e97ed,A-390557,2022-05-18 00:00:00,2022-05-22 04:25:03,100.42,high,217,3.2,False
T-9275236b,A-46fc8d,2024-06-02 00:00:00,2024-06-03 02:50:25,26.84,low,265,,False
T-243bef2d,A-2be2ac,2021-10-29 00:00:00,2021-10-29 04:20:19,4.34,medium,67,1.2,False
T-85f87378,A-9b151e,2023-06-02 00:00:00,2023-06-06 08:36:25,104.61,high,77,,False
T-a9537dfa,A-572cc7,2022-09-20 00:00:00,2022-09-20 03:23:21,3.39,urgent,360,1.0,False
T-57b5876d,A-001d08,2024-11-14 00:00:00,2024-11-15 04:31:40,28.53,medium,449,1.4,False
T-0a461f97,A-467260,2023-10-11 00:00:00,2023-10-14 11:55:12,83.92,low,415,,False
T-e89d3144,A-9ccef5,2022-03-19 00:00:00,2022-03-22 14:49:39,86.83,high,5,,False
T-d071fd90,A-71e1df,2024-02-26 00:00:00,2024-02-28 22:15:18,70.26,high,115,4.4,False
T-3f77a095,A-46d001,2024-10-11 00:00:00,2024-10-15 05:53:50,101.9,medium,40,,False
T-67c21cef,A-9e2b64,2024-11-15 00:00:00,2024-11-19 12:17:44,108.3,medium,111,,False
T-a8518997,A-572cc7,2024-03-15 00:00:00,2024-03-17 08:22:14,56.37,high,400,3.3,False
T-518ccf46,A-d16ef7,2024-04-03 00:00:00,2024-04-05 00:59:58,49.0,high,409,4.1,False
T-d63e39e2,A-e23d29,2023-12-26 00:00:00,2023-12-27 16:56:29,40.94,low,213,,False
T-c0cf6022,A-0249c4,2021-02-06 00:00:00,2021-02-08 00:15:07,48.25,medium,426,4.9,False
T-eae46915,A-e6ef8b,2024-12-09 00:00:00,2024-12-13 20:04:33,116.08,urgent,9,4.9,False
T-551fba14,A-dbf513,2021-08-13 00:00:00,2021-08-16 08:13:01,80.22,urgent,87,,False
T-279a4a4d,A-fd34f6,2023-02-03 00:00:00,2023-02-05 13:35:52,61.6,urgent,232,,True
T-3c317853,A-27341c,2022-12-20 00:00:00,2022-12-21 20:16:57,44.28,urgent,374,4.5,False
T-1bd592c1,A-0c9ef2,2022-11-02 00:00:00,2022-11-04 19:14:10,67.24,medium,151,4.7,True
T-aceec23f,A-ba7802,2021-04-06 00:00:00,2021-04-07 09:40:55,33.68,high,440,,True
T-719a54ad,A-4ef13f,2022-05-04 00:00:00,2022-05-07 07:54:52,79.91,medium,95,4.1,False
T-69287914,A-bf83ac,2023-12-19 00:00:00,2023-12-19 03:00:00,3.0,medium,312,,False
T-e75bfbd6,A-bb8a0a,2024-07-03 00:00:00,2024-07-06 14:39:06,86.65,low,363,2.5,False
T-65774a26,A-79589c,2023-05-24 00:00:00,2023-05-28 11:25:01,107.42,high,343,,False
T-39edf4a0,A-7b8bff,2021-10-07 00:00:00,2021-10-08 10:31:19,34.52,urgent,281,1.4,True
T-8a368541,A-8b3a95,2022-11-24 00:00:00,2022-11-26 19:09:13,67.15,high,409,3.8,False
T-7fd5a095,A-c166a2,2021-04-13 00:00:00,2021-04-17 10:20:11,106.34,low,293,2.4,False
T-41d96aca,A-46f183,2023-12-25 00:00:00,2023-12-26 04:10:31,28.18,urgent,362,,True
T-d418b594,A-7b6eee,2021-12-24 00:00:00,2021-12-27 20:49:06,92.82,low,41,4.1,False
T-ad0bc54d,A-4182b6,2024-02-03 00:00:00,2024-02-05 02:16:35,50.28,high,24,,False
T-78101ce9,A-4182b6,2022-08-25 00:00:00,2022-08-25 07:04:36,7.08,urgent,30,,False
T-45367947,A-f3aa45,2024-07-22 00:00:00,2024-07-22 11:04:51,11.08,low,137,3.5,False
T-fe8a20b7,A-6751ab,2024-05-25 00:00:00,2024-05-25 23:56:25,23.94,medium,10,,False
T-24d9164d,A-ef8d69,2021-04-15 00:00:00,2021-04-17 12:39:48,60.66,urgent,1,3.9,False
T-a6741c6c,A-0bcb7a,2023-06-21 00:00:00,2023-06-24 18:04:07,90.07,medium,251,1.3,False
T-65bdd523,A-90aaae,2022-12-29 00:00:00,2023-01-01 20:06:49,92.11,high,109,4.1,True
T-5c4c3da5,A-3e6efe,2024-05-08 00:00:00,2024-05-09 06:48:16,30.8,low,463,,False
T-17bab732,A-4cf7f7,2023-05-19 00:00:00,2023-05-19 12:24:21,12.41,high,330,,False
T-babb4181,A-27e0e9,2024-04-18 00:00:00,2024-04-22 20:17:57,116.3,high,187,3.4,False
T-c537e10f,A-58a963,2022-05-19 00:00:00,2022-05-23 22:29:08,118.49,urgent,61,2.6,True
T-892cc11d,A-cdee75,2021-10-08 00:00:00,2021-10-12 18:24:54,114.42,low,426,,False
T-9e8df5a5,A-d22b13,2021-11-07 00:00:00,2021-11-11 17:50:17,113.84,urgent,335,1.1,False
T-9f9bf53c,A-7b6eee,2022-07-22 00:00:00,2022-07-23 02:41:15,26.69,high,355,3.5,False
T-a3d2c604,A-6fdb5c,2022-05-28 00:00:00,2022-05-28 10:04:53,10.08,medium,397,4.4,False
T-375b2152,A-4f020e,2023-01-02 00:00:00,2023-01-03 15:06:19,39.11,low,438,,False
T-d9ed9a79,A-d16ef7,2021-10-03 00:00:00,2021-10-07 21:31:26,117.52,medium,320,2.6,True
T-bc079608,A-001d08,2021-01-04 00:00:00,2021-01-08 09:22:38,105.38,low,64,4.7,True
T-c740688f,A-a2a361,2024-12-25 00:00:00,2024-12-27 04:49:48,52.83,urgent,426,4.7,True
T-6b6d2ac0,A-a91287,2024-12-25 00:00:00,2024-12-27 23:47:26,71.79,low,471,2.7,True
T-ba984577,A-40abca,2022-12-10 00:00:00,2022-12-10 14:30:37,14.51,low,162,,False
T-6801e278,A-24f862,2021-09-03 00:00:00,2021-09-05 17:31:44,65.53,low,452,2.0,False
T-9e32906d,A-cb96b6,2022-03-29 00:00:00,2022-03-31 19:04:40,67.08,medium,66,,True
T-602bde8f,A-b1f3cb,2024-11-11 00:00:00,2024-11-13 17:05:29,65.09,urgent,218,3.2,False
T-dfe88be6,A-b543ff,2023-02-21 00:00:00,2023-02-21 06:03:41,6.06,medium,297,4.2,False
T-3a8955c9,A-273a83,2024-02-01 00:00:00,2024-02-04 23:15:57,95.27,high,148,3.8,False
T-09128c43,A-6487b2,2021-05-15 00:00:00,2021-05-15 05:50:24,5.84,high,220,2.8,False
T-056d08ba,A-ea1711,2024-01-28 00:00:00,2024-01-31 06:43:07,78.72,high,338,4.2,False
T-baa424c9,A-9c8b42,2022-04-12 00:00:00,2022-04-12 05:36:06,5.6,medium,430,,False
T-8828dece,A-a2a361,2024-05-12 00:00:00,2024-05-13 00:11:56,24.2,high,386,,False
T-a30c0d9c,A-f2b464,2021-10-18 00:00:00,2021-10-21 22:24:48,94.41,low,394,4.4,True
T-1f58cf77,A-b81b20,2023-01-08 00:00:00,2023-01-08 07:43:11,7.72,high,255,1.5,False
T-cf780982,A-2151c8,2022-05-23 00:00:00,2022-05-26 00:14:29,72.24,medium,457,,False
T-db72b48c,A-7c6a4f,2022-03-30 00:00:00,2022-04-01 06:50:57,54.85,low,347,,False
T-2b8c37b7,A-0bf6e3,2023-10-04 00:00:00,2023-10-07 21:29:50,93.5,urgent,367,,True
T-1dccc310,A-2ca16b,2023-12-12 00:00:00,2023-12-14 08:47:13,56.79,medium,428,,False
T-3711b48b,A-eca077,2024-09-02 00:00:00,2024-09-02 03:47:17,3.79,high,397,1.1,False
T-de6a8879,A-a2a361,2022-03-12 00:00:00,2022-03-16 23:43:41,119.73,urgent,306,,False
T-fcaf904f,A-d8fe58,2021-11-11 00:00:00,2021-11-14 00:48:49,72.81,urgent,473,4.2,False
T-b879e562,A-60fec0,2021-12-18 00:00:00,2021-12-18 07:16:17,7.27,urgent,354,4.0,False
T-4dcdc136,A-abbbd0,2023-04-18 00:00:00,2023-04-19 01:15:58,25.27,high,341,2.5,False
T-1c05b4bd,A-d3154c,2021-05-01 00:00:00,2021-05-03 11:46:16,59.77,low,419,4.1,False
T-7e9a5971,A-b1f3cb,2023-01-25 00:00:00,2023-01-27 20:34:17,68.57,medium,479,,False
T-e95d778e,A-11cce9,2023-02-24 00:00:00,2023-02-24 05:20:04,5.33,low,193,1.2,True
T-e081a702,A-0e38f6,2022-09-29 00:00:00,2022-09-29 16:39:50,16.66,high,26,,False
T-23f91281,A-14e75c,2022-11-11 00:00:00,2022-11-12 22:45:47,46.76,medium,50,4.3,True
T-18c68380,A-703310,2023-10-22 00:00:00,2023-10-26 22:22:58,118.38,medium,58,4.1,False
T-9d7ee6a2,A-057df9,2024-04-11 00:00:00,2024-04-11 01:29:33,1.49,medium,330,3.9,False
T-fbb58e31,A-d87876,2022-06-16 00:00:00,2022-06-18 04:07:37,52.13,high,197,4.1,False
T-90c499ef,A-59672e,2022-03-09 00:00:00,2022-03-10 22:57:25,46.96,medium,396,1.1,False
T-8d9ba72b,A-29838a,2024-01-10 00:00:00,2024-01-14 22:02:34,118.04,low,194,4.3,False
T-320d88c4,A-961183,2024-05-02 00:00:00,2024-05-04 21:45:50,69.76,medium,365,1.6,False
T-edb9f478,A-518980,2021-02-08 00:00:00,2021-02-11 22:52:50,94.88,high,138,2.1,False
T-775ce474,A-b4365e,2023-06-22 00:00:00,2023-06-26 13:13:27,109.22,urgent,423,,False
T-7d576fb1,A-3204d3,2021-06-24 00:00:00,2021-06-24 18:12:30,18.21,low,137,3.1,False
T-d8af3a33,A-7c73b8,2023-06-04 00:00:00,2023-06-06 22:38:33,70.64,low,150,,True
T-07637e60,A-a48e9a,2021-07-11 00:00:00,2021-07-12 15:47:14,39.79,medium,233,1.3,False
T-f6217fc2,A-fc24f9,2021-06-02 00:00:00,2021-06-05 19:28:11,91.47,low,230,,False
T-909e366a,A-79589c,2024-02-12 00:00:00,2024-02-13 11:52:17,35.87,low,233,,False
T-5931057c,A-f3890c,2022-12-20 00:00:00,2022-12-21 17:51:47,41.86,high,35,3.0,False
T-cbc3e557,A-5ba322,2021-06-24 00:00:00,2021-06-25 00:47:02,24.78,urgent,329,4.4,True
T-92279618,A-58d05f,2021-03-17 00:00:00,2021-03-20 05:04:06,77.07,low,387,1.2,False
T-1b8dfc5d,A-168fe2,2022-10-23 00:00:00,2022-10-27 11:39:21,107.66,medium,193,,False
T-501c915f,A-bda37c,2022-02-23 00:00:00,2022-02-27 11:22:23,107.37,medium,310,2.1,True
T-ac4c3f66,A-fc24f9,2023-03-02 00:00:00,2023-03-06 05:35:08,101.59,urgent,438,3.9,False
T-aa7003f3,A-a54ab8,2024-06-25 00:00:00,2024-06-29 18:48:16,114.8,medium,145,4.2,False
T-33781757,A-00d9f1,2021-01-04 00:00:00,2021-01-05 04:26:45,28.45,high,47,,False
T-b3635787,A-e1406a,2024-09-20 00:00:00,2024-09-22 02:42:15,50.7,low,345,2.1,False
T-9abca5ec,A-fc24f9,2021-06-03 00:00:00,2021-06-04 16:31:13,40.52,low,276,,False
T-0de67f27,A-6cb2ce,2023-12-13 00:00:00,2023-12-14 09:00:08,33.0,low,165,,False
T-1675fa0a,A-4aaf62,2022-11-18 00:00:00,2022-11-20 22:38:34,70.64,high,389,1.6,False
T-c32ec686,A-5a868a,2024-02-04 00:00:00,2024-02-05 03:58:13,27.97,low,7,,False
T-44ba4b72,A-66ee96,2023-08-15 00:00:00,2023-08-19 13:10:38,109.18,high,377,,False
T-39278245,A-757186,2024-02-12 00:00:00,2024-02-15 14:05:56,86.1,medium,181,,False
T-7fbdfe82,A-3a41b2,2024-08-14 00:00:00,2024-08-17 06:25:34,78.43,low,321,4.8,False
T-71755658,A-ba0f8c,2022-07-08 00:00:00,2022-07-08 04:59:42,5.0,medium,188,,False
T-16650322,A-f60e4b,2021-10-28 00:00:00,2021-11-01 16:22:13,112.37,medium,76,1.6,False
T-ede40519,A-90b550,2024-04-11 00:00:00,2024-04-13 16:14:46,64.25,high,404,,True
T-30363179,A-168fe2,2023-11-03 00:00:00,2023-11-03 04:52:57,4.88,high,125,,False
T-f34562d8,A-3d75c1,2022-10-27 00:00:00,2022-10-31 19:35:01,115.58,low,375,1.8,False
T-45e19e75,A-aad5c7,2022-12-18 00:00:00,2022-12-20 05:28:58,53.48,high,439,,False
T-3a5ea0e4,A-9c8b42,2024-07-02 00:00:00,2024-07-06 00:50:59,96.85,low,471,3.8,False
T-9652b7bf,A-8eb0b9,2023-12-18 00:00:00,2023-12-22 13:02:41,109.04,medium,36,2.3,False
T-cb4a58cc,A-674f3d,2022-07-12 00:00:00,2022-07-14 18:46:56,66.78,high,11,4.1,False
T-411c3e52,A-4aaf62,2022-10-23 00:00:00,2022-10-23 02:25:52,2.43,high,372,1.4,False
T-d94b532b,A-a54ab8,2023-11-20 00:00:00,2023-11-24 08:42:56,104.72,high,177,,False
T-e5b5bc69,A-68948f,2024-01-31 00:00:00,2024-02-04 20:09:41,116.16,urgent,431,3.0,False
T-5592be61,A-6487b2,2021-05-04 00:00:00,2021-05-04 21:56:04,21.93,low,234,,False
T-8927fe5e,A-52d296,2021-05-08 00:00:00,2021-05-10 07:55:46,55.93,urgent,20,,False
T-2a6965d3,A-82c3e3,2024-05-18 00:00:00,2024-05-19 21:38:58,45.65,low,113,1.0,False
T-3d67b355,A-45687e,2023-05-11 00:00:00,2023-05-14 19:07:43,91.13,urgent,158,2.2,False
T-7cc909e3,A-8efb70,2022-12-28 00:00:00,2022-12-28 12:52:32,12.88,medium,156,2.4,False
T-eedffe8a,A-a48e9a,2024-06-10 00:00:00,2024-06-12 13:53:53,61.9,medium,462,,True
T-a66ba1cb,A-eca077,2021-08-14 00:00:00,2021-08-17 09:40:09,81.67,medium,165,1.1,False
T-dc6b507e,A-6487b2,2023-01-23 00:00:00,2023-01-23 01:39:48,1.66,medium,464,4.9,False
T-56f3355b,A-9f9cca,2024-08-03 00:00:00,2024-08-04 09:15:44,33.26,high,268,5.0,False
T-522adf6c,A-3f9994,2022-11-05 00:00:00,2022-11-06 19:53:45,43.9,medium,374,3.9,False
T-3987015e,A-8efb70,2023-05-14 00:00:00,2023-05-17 18:07:55,90.13,high,182,,False
T-68be7d5e,A-94b0ff,2024-12-22 00:00:00,2024-12-26 07:02:17,103.04,low,222,4.3,False
T-1c69dd6b,A-d3763d,2024-07-16 00:00:00,2024-07-19 23:37:54,95.63,medium,229,1.2,False
T-e7c840de,A-e5e60e,2021-01-15 00:00:00,2021-01-16 04:33:34,28.56,urgent,11,4.6,False
T-bf3a33d3,A-e08e7c,2022-11-19 00:00:00,2022-11-22 19:19:48,91.33,medium,93,,True
T-db27b8d4,A-388c96,2022-09-24 00:00:00,2022-09-24 00:34:42,0.58,high,220,4.3,False
T-2f449358,A-961183,2022-01-11 00:00:00,2022-01-15 03:56:02,99.93,medium,242,,False
T-5d8fb685,A-d8771a,2022-08-29 00:00:00,2022-09-01 19:07:50,91.13,high,446,3.2,False
T-44f7ed1b,A-46fc8d,2024-01-13 00:00:00,2024-01-14 23:35:40,47.59,medium,402,,False
T-f04008ff,A-1f44c7,2024-04-07 00:00:00,2024-04-08 15:38:17,39.64,low,145,3.1,False
T-de82c738,A-57e924,2021-05-05 00:00:00,2021-05-09 13:35:54,109.6,urgent,26,2.9,False
T-1313ce5d,A-b4365e,2023-11-10 00:00:00,2023-11-11 18:22:10,42.37,high,403,,False
T-7097c33a,A-9e5b2d,2021-11-27 00:00:00,2021-12-01 15:36:30,111.61,high,226,1.3,False
T-6dc57d02,A-9d9ed2,2022-03-21 00:00:00,2022-03-24 02:08:12,74.14,low,289,,False
T-d507c54a,A-720f79,2024-11-12 00:00:00,2024-11-16 18:10:14,114.17,urgent,54,4.1,True
T-21848141,A-ba7802,2022-09-13 00:00:00,2022-09-17 11:19:24,107.32,high,108,2.4,False
T-b585775d,A-76a68f,2021-03-18 00:00:00,2021-03-21 10:51:29,82.86,high,18,1.4,True
T-c10b0a87,A-410148,2023-09-23 00:00:00,2023-09-24 07:28:07,31.47,high,205,,False
T-fbefb5b6,A-66b64e,2021-01-01 00:00:00,2021-01-02 12:12:08,36.2,medium,238,,False
T-1e44b528,A-64ddde,2021-03-27 00:00:00,2021-03-28 18:19:25,42.32,medium,53,2.3,False
T-b608d3e4,A-bb6306,2023-02-07 00:00:00,2023-02-10 02:31:47,74.53,medium,452,,True
T-34a5091a,A-3a65d6,2021-03-14 00:00:00,2021-03-18 19:37:45,115.63,medium,136,4.2,True
T-55c30c10,A-0bcb7a,2021-12-12 00:00:00,2021-12-16 03:04:49,99.08,high,329,1.6,False
T-072ef2c9,A-32812a,2022-07-18 00:00:00,2022-07-22 22:39:30,118.66,low,305,4.4,True
T-11b55141,A-29838a,2022-01-03 00:00:00,2022-01-07 23:11:49,119.2,urgent,167,2.8,False
T-100f49a5,A-125cb3,2023-09-13 00:00:00,2023-09-15 08:22:26,56.37,urgent,462,1.9,False
T-4354e2a1,A-8eb0b9,2024-10-19 00:00:00,2024-10-23 13:11:47,109.2,medium,265,4.9,False
T-44f739b3,A-3cccbc,2024-07-05 00:00:00,2024-07-05 08:14:35,8.24,high,206,3.4,True
T-f7021677,A-89fca7,2023-11-12 00:00:00,2023-11-12 11:52:15,11.87,low,359,,False
T-2afa3721,A-cf45d3,2024-07-30 00:00:00,2024-08-02 22:13:11,94.22,urgent,252,1.8,True
T-69de4400,A-fc24f9,2022-08-15 00:00:00,2022-08-15 08:04:20,8.07,medium,5,,False
T-64c93764,A-3d75c1,2023-03-09 00:00:00,2023-03-12 09:19:51,81.33,high,182,,True
T-e0d41c15,A-301976,2023-07-30 00:00:00,2023-08-01 11:39:30,59.66,medium,359,3.4,False
T-8aabb8b9,A-e1b1a4,2023-01-28 00:00:00,2023-02-01 22:58:58,118.98,low,461,1.3,False
T-91aaa59c,A-410148,2021-07-01 00:00:00,2021-07-05 11:44:09,107.74,high,253,,False
T-163d7a0a,A-144089,2021-11-12 00:00:00,2021-11-12 09:09:29,9.16,high,480,,False
T-e81f890f,A-125cb3,2024-12-11 00:00:00,2024-12-13 19:01:31,67.03,high,203,,False
T-0aa79cad,A-87d27b,2024-08-27 00:00:00,2024-08-27 00:41:07,0.69,urgent,353,1.7,False
T-3e1bfaf8,A-47ce41,2023-02-10 00:00:00,2023-02-11 09:21:20,33.36,low,257,4.0,False
T-3975ece0,A-38094a,2023-04-06 00:00:00,2023-04-06 05:01:44,5.03,urgent,142,,False
T-3271d549,A-fa82d4,2024-12-07 00:00:00,2024-12-07 00:46:45,0.78,medium,235,,False
T-27ae8a8b,A-674f3d,2023-06-12 00:00:00,2023-06-14 06:41:13,54.69,medium,325,4.2,False
T-d3310cc8,A-66ee96,2023-09-25 00:00:00,2023-09-26 14:04:38,38.08,low,34,,False
T-f0ce5bb1,A-7e8d26,2023-01-30 00:00:00,2023-02-02 17:55:41,89.93,low,294,,False
T-5b2cc229,A-4aefb3,2021-06-28 00:00:00,2021-06-29 23:38:07,47.64,low,431,,False
T-1d49300b,A-674f3d,2021-10-18 00:00:00,2021-10-20 10:06:22,58.11,medium,478,2.2,False
T-61571636,A-816156,2024-07-28 00:00:00,2024-07-29 23:02:02,47.03,medium,371,4.2,False
T-74837d45,A-46f183,2022-05-06 00:00:00,2022-05-09 05:01:29,77.02,urgent,168,1.5,False
T-139edac6,A-2c1987,2023-04-14 00:00:00,2023-04-14 07:34:06,7.57,medium,314,,False
T-7b0183e7,A-0263d2,2021-11-14 00:00:00,2021-11-14 09:32:17,9.54,low,435,,False
T-996a92d6,A-4c64d5,2022-06-14 00:00:00,2022-06-15 02:27:47,26.46,urgent,274,2.2,True
T-43e9cff8,A-4aaf62,2022-11-26 00:00:00,2022-11-29 07:54:31,79.91,urgent,105,,False
T-debb6d80,A-105528,2024-04-21 00:00:00,2024-04-21 10:09:42,10.16,low,437,4.8,False
T-9fcb57cc,A-8563a7,2024-03-20 00:00:00,2024-03-23 07:49:17,79.82,low,348,,False
T-e77a62e4,A-2e2e55,2021-11-19 00:00:00,2021-11-21 06:12:00,54.2,urgent,309,,False
T-343d8307,A-e6343a,2021-11-17 00:00:00,2021-11-18 13:39:23,37.66,urgent,56,,False
T-9bf1c1e8,A-09bda1,2023-04-25 00:00:00,2023-04-27 22:16:48,70.28,low,47,2.1,False
T-f1367778,A-9d4ff6,2021-01-04 00:00:00,2021-01-07 08:38:01,80.63,low,213,,False
T-726f4753,A-8563a7,2021-05-18 00:00:00,2021-05-21 20:41:38,92.69,medium,56,4.6,False
T-d0d72442,A-85a324,2023-09-11 00:00:00,2023-09-12 20:12:22,44.21,urgent,380,,False
T-d2afa8c5,A-8ae5b4,2021-03-02 00:00:00,2021-03-02 12:08:27,12.14,high,422,,False
T-df41448a,A-bf83ac,2024-08-20 00:00:00,2024-08-23 10:04:39,82.08,high,121,,False
T-894e2018,A-f10061,2023-08-26 00:00:00,2023-08-26 08:06:01,8.1,high,449,,False
T-9830930c,A-27cc2c,2022-07-13 00:00:00,2022-07-16 15:31:11,87.52,low,115,2.0,False
T-485bafa6,A-10fde3,2024-04-20 00:00:00,2024-04-24 07:49:06,103.82,medium,356,,False
T-e2ab082e,A-f89626,2024-07-04 00:00:00,2024-07-08 00:39:44,96.66,high,317,4.0,False
T-b9174ad1,A-c48f44,2023-10-03 00:00:00,2023-10-03 03:30:07,3.5,medium,425,,False
T-bd66b440,A-0c36d9,2023-03-21 00:00:00,2023-03-21 11:20:56,11.35,medium,356,,False
T-48717c9b,A-f10061,2024-12-03 00:00:00,2024-12-05 11:46:12,59.77,urgent,248,3.2,False
T-3491fc5b,A-e3bd6e,2022-04-27 00:00:00,2022-04-29 08:01:59,56.03,high,256,,False
T-913d6121,A-45687e,2022-03-07 00:00:00,2022-03-10 23:45:59,95.77,medium,341,4.8,True
T-660d6eb4,A-0bcb7a,2023-05-28 00:00:00,2023-05-30 17:18:33,65.31,urgent,260,3.6,False
T-f9a62d81,A-68948f,2021-05-10 00:00:00,2021-05-14 18:44:10,114.74,low,146,3.5,False
T-a14873ac,A-83f776,2023-04-14 00:00:00,2023-04-16 16:30:38,64.51,urgent,338,,False
T-ac81843c,A-6cb2ce,2024-11-21 00:00:00,2024-11-21 12:39:54,12.67,high,448,,False
T-45445a0e,A-275801,2024-04-03 00:00:00,2024-04-03 05:23:02,5.38,high,297,,True
T-183f4a97,A-144089,2021-10-24 00:00:00,2021-10-28 01:00:05,97.0,medium,189,3.4,False
T-1106e9a2,A-29838a,2021-12-27 00:00:00,2021-12-31 08:14:30,104.24,low,44,2.4,True
T-0a01cbf9,A-21c2da,2021-08-10 00:00:00,2021-08-10 14:53:00,14.88,low,292,3.2,False
T-d76657f9,A-10fde3,2023-11-06 00:00:00,2023-11-06 23:00:06,23.0,low,291,,False
T-81070829,A-b81b20,2021-11-12 00:00:00,2021-11-15 10:15:01,82.25,medium,386,,False
T-333517ea,A-293305,2024-08-21 00:00:00,2024-08-25 02:05:11,98.09,medium,320,,False
T-0a24b8c8,A-1ce57d,2022-11-03 00:00:00,2022-11-03 08:23:00,8.38,medium,42,3.9,False
T-4ea7c477,A-d3763d,2022-10-07 00:00:00,2022-10-08 04:55:16,28.92,low,345,4.0,False
T-db8ba719,A-8f8cfc,2024-08-22 00:00:00,2024-08-25 03:31:07,75.52,urgent,160,,False
T-e5cff158,A-27cc2c,2023-11-11 00:00:00,2023-11-14 16:20:39,88.34,low,237,2.8,False
T-0d9b61df,A-ca5e0e,2021-03-23 00:00:00,2021-03-24 23:58:21,47.97,medium,364,4.9,False
T-7aa56de5,A-4c2fc6,2023-06-21 00:00:00,2023-06-24 20:49:58,92.83,urgent,194,,True
T-3a7dac13,A-f3890c,2022-07-02 00:00:00,2022-07-03 15:18:47,39.31,medium,281,,False
T-0be9c236,A-5c19da,2024-09-11 00:00:00,2024-09-14 06:27:04,78.45,medium,281,,False
T-870f80b0,A-bc727c,2022-05-24 00:00:00,2022-05-27 22:48:00,94.8,low,48,1.8,False
T-f549008b,A-4cf7f7,2023-11-14 00:00:00,2023-11-16 17:52:27,65.87,low,437,3.6,False
T-a493074f,A-dfaa0d,2022-09-04 00:00:00,2022-09-04 01:36:29,1.61,medium,307,3.1,False
T-56ac65d0,A-ca5e0e,2021-08-23 00:00:00,2021-08-27 12:38:21,108.64,high,110,4.0,False
T-61106868,A-09bda1,2021-02-03 00:00:00,2021-02-05 16:59:41,64.99,medium,287,4.4,False
T-ce509a57,A-0c8a26,2021-04-22 00:00:00,2021-04-25 13:08:11,85.14,urgent,424,,False
T-ee634ab1,A-9d992c,2021-12-02 00:00:00,2021-12-03 03:26:19,27.44,medium,442,,False
