subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-cf9e205b,A-216da3,2022-11-27,,Enterprise,149,5826,69912,False,False,False,False,annual,True
S-c5b57fe6,A-7ccb2e,2022-06-30,,Pro,18,1108,13296,False,False,True,False,annual,False
S-17e996fb,A-388d16,2022-04-01,,Basic,13,1282,15384,False,False,False,False,annual,True
S-714024ad,A-2312e2,2024-06-09,,Pro,115,1448,17376,False,False,False,False,monthly,True
S-6ee6b5cf,A-6e3d08,2021-09-27,,Pro,12,2994,35928,False,False,False,False,annual,True
S-1e0eed7c,A-8f00d8,2023-06-24,,Basic,81,2132,25584,False,False,False,False,monthly,False
S-6c4c72d3,A-2bcd7c,2021-06-22,,Basic,108,4777,57324,False,True,False,False,annual,False
S-f3c2d181,A-9201a1,2024-12-17,,Enterprise,23,465,5580,True,False,False,False,monthly,True
S-5c702c68,A-a721c1,2022-05-30,,Pro,69,210,2520,False,False,False,False,annual,True
S-59ca1b77,A-105528,2023-05-07,,Basic,182,1980,23760,True,True,False,False,annual,True
S-6ce5d480,A-71c2db,2023-06-24,,Pro,62,3049,36588,False,False,True,False,annual,True
S-61f5e155,A-3a19f8,2023-07-03,,Basic,155,1125,13500,False,True,False,False,annual,True
S-75710ae6,A-d78e97,2021-01-30,2021-04-14,Enterprise,16,3871,46452,False,False,False,True,monthly,True
S-f146d33f,A-67e8d1,2023-05-19,,Basic,73,66,792,False,False,False,False,monthly,True
S-0be0a55a,A-7c6a4f,2024-09-09,,Enterprise,168,2295,27540,True,False,False,False,annual,True
S-a3e2d6c1,A-9e9f30,2022-03-28,,Pro,172,1595,19140,False,False,False,False,annual,False
S-d1a66fb5,A-e6e3cd,2021-05-14,,Enterprise,106,3708,44496,False,False,False,False,annual,True
S-5e0c4fef,A-8d94af,2022-10-05,,Pro,94,2131,25572,False,False,False,False,monthly,True
S-a608074b,A-d3803e,2024-10-13,,Enterprise,145,1318,15816,False,False,False,False,monthly,True
S-0157e0dd,A-fd8d1b,2021-03-27,,Enterprise,59,43,516,False,False,False,False,monthly,True
S-1bcde250,A-9a9689,2023-03-21,,Enterprise,66,381,4572,False,True,False,False,monthly,True
S-0765ac63,A-9b417b,2021-09-19,,Basic,151,1818,21816,False,False,False,False,monthly,True
S-22b60ca1,A-49535d,2022-04-16,,Pro,12,373,4476,False,False,False,False,annual,True
S-554a0dde,A-a91287,2021-04-28,,Pro,57,2314,27768,False,True,False,False,monthly,True
S-593f4fd9,A-2feda1,2021-02-03,,Pro,93,1544,18528,False,True,False,False,annual,True
S-ec8ce4fc,A-0249c4,2024-05-26,,Pro,184,650,7800,False,False,False,False,monthly,True
S-7e4e5f42,A-1b90d5,2021-09-30,,Pro,118,920,11040,False,False,False,False,annual,False
S-6e42a99c,A-59d242,2022-02-10,,Enterprise,55,3778,45336,False,False,False,False,monthly,True
S-bf7b35f8,A-85a76f,2024-11-08,,Basic,113,1038,12456,False,False,False,False,annual,False
S-b7acc746,A-fd8d1b,2023-02-12,,Pro,176,1514,18168,False,False,False,False,monthly,True
S-142ab902,A-d87876,2023-11-27,,Basic,175,820,9840,False,False,True,False,annual,True
S-21c87953,A-c6ab7a,2024-04-01,,Enterprise,123,2439,29268,False,False,False,False,annual,False
S-9e527bb3,A-805f2e,2022-03-08,,Basic,37,151,1812,False,False,False,False,monthly,True
S-7419eeb1,A-2b45e5,2022-09-15,,Basic,184,4996,59952,False,True,False,False,monthly,True
S-2dc91ba3,A-3633b2,2022-07-08,,Pro,173,745,8940,False,False,False,False,monthly,False
S-ba017b93,A-e99e90,2023-06-01,,Enterprise,77,3325,39900,False,False,True,False,monthly,True
S-bc0ab6db,A-3a41b2,2023-02-15,,Basic,44,3033,36396,False,False,False,False,monthly,True
S-38191ee5,A-4cf7f7,2024-11-25,,Enterprise,44,2945,35340,False,False,False,False,annual,True
S-e3d5a244,A-f43965,2021-02-08,,Basic,167,2915,34980,False,False,True,False,monthly,False
S-954f2186,A-757186,2024-06-27,,Enterprise,77,1335,16020,False,False,False,False,monthly,True
S-d47faefa,A-0bcb7a,2024-09-05,,Enterprise,140,2381,28572,False,True,False,False,annual,True
S-94079539,A-fb30f4,2022-07-03,,Basic,53,792,9504,False,False,False,False,annual,True
S-8cefcbcc,A-f89626,2024-06-03,,Basic,24,333,3996,False,False,False,False,monthly,True
S-7961f01f,A-e1406a,2021-06-07,,Basic,8,4522,54264,True,True,False,False,annual,True
S-1f19a10e,A-5d149a,2022-03-19,2022-11-03,Enterprise,102,3733,44796,False,False,False,True,monthly,True
S-3929a141,A-7e8d26,2021-01-10,,Enterprise,47,2480,29760,False,False,False,False,annual,True
S-09900a31,A-e5e60e,2021-03-13,,Pro,160,2980,35760,False,True,False,False,annual,True
S-30ba6f36,A-9d4ff6,2024-09-20,,Basic,148,424,5088,False,True,False,False,annual,True
S-eb5a4577,A-76eede,2024-09-05,,Pro,21,2139,25668,False,False,False,False,annual,False
S-0186490e,A-04a246,2022-03-12,,Enterprise,136,2688,32256,False,False,False,False,monthly,True
S-2240f161,A-d8771a,2023-09-13,,Pro,19,3334,40008,False,False,False,False,annual,True
S-b2f42d22,A-dfaa0d,2021-08-21,,Pro,142,695,8340,False,True,False,False,monthly,False
S-88bc79c7,A-38094a,2021-03-09,,Pro,12,742,8904,False,False,False,False,monthly,True
S-b846dd17,A-f1d958,2024-01-22,,Enterprise,165,2749,32988,False,False,False,False,annual,True
S-197e22f9,A-e20152,2024-10-27,2025-12-14,Pro,154,4414,52968,False,False,False,True,monthly,True
S-0f02c740,A-17fe97,2022-04-24,,Pro,116,1853,22236,False,False,False,False,monthly,True
S-f7a81d66,A-f11b19,2021-12-02,2022-04-25,Basic,112,334,4008,False,False,False,True,annual,True
S-63a1d22a,A-0bcb7a,2022-03-17,,Enterprise,22,51,612,False,False,False,False,monthly,True
S-d3516744,A-4b4931,2023-08-18,,Basic,138,3779,45348,False,True,False,False,annual,True
S-cb8b9415,A-98ae9b,2021-07-16,,Enterprise,44,1664,19968,False,False,True,False,annual,True
S-b496465c,A-f5777d,2024-06-13,,Enterprise,124,1834,22008,False,False,False,False,annual,True
S-a056aed5,A-715861,2021-02-17,,Enterprise,20,1214,14568,False,False,True,False,monthly,True
S-04082f52,A-0e303f,2021-02-26,,Pro,82,488,5856,True,False,False,False,annual,True
S-01bd5e2e,A-671cbf,2023-04-26,,Pro,130,763,9156,False,False,False,False,annual,True
S-926b6bd3,A-188cb6,2024-02-20,,Enterprise,7,2431,29172,False,False,False,False,annual,False
S-2ebfe856,A-118777,2022-11-27,,Enterprise,2,2178,26136,True,False,False,False,annual,True
S-7d901767,A-5d149a,2024-05-03,,Pro,186,3594,43128,False,True,True,False,monthly,False
S-92dfae3f,A-f4d2c5,2024-01-26,,Enterprise,41,3162,37944,True,True,True,False,monthly,False
S-a6ce2e9a,A-e6fa42,2023-02-25,,Enterprise,159,3245,38940,False,False,False,False,annual,True
S-74e66ce9,A-f4c25c,2022-10-07,2024-09-26,Enterprise,122,791,9492,False,False,False,True,monthly,True
S-48272858,A-961183,2022-07-11,,Enterprise,113,2549,30588,False,False,False,False,annual,False
S-aece8d95,A-e1b1a4,2024-07-15,,Pro,66,4320,51840,False,False,False,False,annual,True
S-b6f5d465,A-c0e2d5,2024-07-23,,Basic,21,5841,70092,False,False,False,False,monthly,True
S-b1534086,A-66d8db,2021-05-08,,Enterprise,71,4437,53244,False,False,False,False,monthly,True
S-1e178321,A-4f020e,2023-04-04,,Pro,19,3766,45192,False,False,False,False,monthly,True
S-ea07600c,A-825eb0,2021-03-01,2021-05-09,Enterprise,109,892,10704,False,True,False,True,annual,False
S-cf1084cf,A-adedd2,2023-08-14,,Basic,34,677,8124,False,False,False,False,annual,True
S-197affe7,A-3c413d,2022-12-18,,Basic,113,1272,15264,False,True,False,False,annual,True
S-dcef12e7,A-393763,2021-05-02,,Basic,163,4006,48072,False,False,False,False,annual,True
S-6b836637,A-0b1c34,2024-02-12,,Basic,45,2253,27036,False,False,False,False,annual,False
S-39ac01f4,A-dd2024,2022-01-25,,Enterprise,87,4815,57780,False,False,False,False,monthly,True
S-2631f623,A-46d001,2022-06-07,2024-03-25,Basic,109,2097,25164,False,False,False,True,monthly,True
S-578eab02,A-2b8e44,2022-08-10,,Pro,35,4126,49512,False,False,False,False,annual,True
S-245dc09a,A-430daf,2023-03-16,,Basic,20,381,4572,False,False,False,False,annual,True
S-31d44ff2,A-396e8b,2021-11-15,,Pro,58,4324,51888,False,False,False,False,annual,False
S-0d3e1111,A-dc726d,2024-07-15,,Pro,63,3108,37296,False,True,False,False,monthly,False
S-7dbbb8e4,A-dfaa0d,2021-07-08,,Pro,51,516,6192,False,False,False,False,annual,False
S-5887a648,A-91c9c6,2023-05-02,,Enterprise,108,3720,44640,False,False,False,False,monthly,True
S-04b363c0,A-8f00d8,2022-07-20,,Enterprise,184,5193,62316,False,False,False,False,annual,True
S-ebc95a15,A-bbe512,2022-07-09,,Pro,120,2690,32280,False,False,False,False,annual,False
S-b8f9756c,A-2312e2,2022-11-12,,Enterprise,43,1696,20352,False,True,False,False,annual,True
S-bcdfa7b1,A-bc1b91,2022-01-03,,Pro,29,2201,26412,False,True,False,False,monthly,True
S-c8c2240c,A-27cc2c,2023-04-16,,Pro,165,255,3060,False,False,False,False,annual,True
S-2910b7cd,A-9175e6,2024-04-16,,Enterprise,113,55,660,False,False,False,False,monthly,True
S-b2f88c81,A-275801,2023-12-18,,Pro,166,1986,23832,False,True,False,False,annual,True
S-f8b14c8f,A-1126a7,2023-08-10,,Basic,167,3263,39156,True,False,False,False,monthly,True
S-7f3a6995,A-daa5e3,2024-03-10,,Enterprise,61,3175,38100,True,False,False,False,annual,True
S-5f921314,A-040921,2022-06-17,,Enterprise,129,2236,26832,True,False,False,False,annual,False
S-6455cc1a,A-64ddde,2022-05-04,,Basic,164,2676,32112,False,False,False,False,annual,True
S-cdeb1277,A-9c8b42,2021-04-08,,Basic,107,668,8016,True,False,False,False,annual,True
S-f10c24aa,A-3841e3,2021-02-24,,Pro,153,1053,12636,False,False,False,False,annual,True
S-1cc2b4e7,A-c166a2,2021-07-29,,Enterprise,133,4144,49728,False,False,False,False,monthly,True
S-db15660d,A-655235,2022-11-24,2023-03-13,Pro,69,4839,58068,False,False,True,True,monthly,True
S-93d784f9,A-85322a,2021-12-04,,Pro,107,5551,66612,True,False,False,False,monthly,True
S-d06ca1bb,A-fd8d1b,2023-09-12,,Basic,159,6227,74724,False,False,False,False,monthly,True
S-8abd3c58,A-6fdb5c,2022-04-10,,Pro,101,2841,34092,False,False,False,False,annual,True
S-af9336b8,A-3a3477,2021-10-16,,Pro,119,2721,32652,False,False,False,False,annual,False
S-f4741e0a,A-77d382,2023-07-17,,Enterprise,166,1967,23604,True,True,False,False,monthly,True
S-a38d4f57,A-0e6fb8,2023-03-15,2024-08-13,Basic,126,2460,29520,False,False,False,True,annual,True
S-eaa7b69a,A-e09af2,2022-12-26,,Enterprise,83,3359,40308,False,False,False,False,annual,True
S-964d6b79,A-7e69c7,2022-10-25,,Basic,112,4460,53520,False,False,False,False,monthly,True
S-388babd7,A-0b1c34,2023-10-29,,Pro,123,2209,26508,False,False,False,False,monthly,True
S-8d8e08f7,A-275a5e,2022-03-04,,Pro,5,3627,43524,False,False,True,False,annual,True
S-835f66ca,A-9e2b64,2022-03-24,,Basic,2,1717,20604,False,False,False,False,monthly,True
S-b4d8bc86,A-2411d9,2022-04-30,,Basic,112,211,2532,False,False,False,False,monthly,True
S-56936163,A-df92d4,2024-07-19,,Pro,4,811,9732,False,False,False,False,monthly,True
S-0aa35851,A-9dfcee,2023-03-16,2024-08-24,Pro,21,689,8268,False,True,True,True,monthly,True
S-ecc27c29,A-b95064,2023-03-09,,Basic,74,3013,36156,False,False,False,False,annual,True
S-9be1e100,A-26efad,2022-07-23,,Pro,16,3176,38112,False,False,False,False,monthly,True
S-290b9df7,A-94b0ff,2023-04-11,,Enterprise,63,329,3948,False,False,False,False,annual,True
S-c1e2dbde,A-040921,2021-03-19,,Basic,107,4770,57240,False,False,False,False,annual,True
S-36f5b9cb,A-e6e3cd,2022-04-03,,Pro,187,3467,41604,False,False,False,False,monthly,True
S-21df0cfd,A-961183,2021-12-16,,Enterprise,142,219,2628,False,False,False,False,monthly,False
S-17894185,A-388c96,2021-04-16,2022-10-01,Basic,41,3057,36684,False,False,False,True,monthly,True
S-f4783d92,A-105528,2022-07-15,,Basic,110,913,10956,False,True,False,False,annual,True
S-554aecc2,A-cc4e00,2022-06-06,,Pro,14,1631,19572,False,False,False,False,monthly,True
S-e5018478,A-87d27b,2021-03-19,,Pro,144,141,1692,False,True,False,False,annual,True
S-0f261a09,A-b32d86,2021-09-21,,Enterprise,82,540,6480,False,False,False,False,monthly,True
S-2386ee47,A-993774,2022-02-18,,Enterprise,124,3505,42060,False,False,False,False,annual,True
S-5ac5c957,A-800523,2021-05-25,,Basic,70,1495,17940,True,False,True,False,monthly,True
S-4d76cd72,A-7aee9c,2022-02-23,,Enterprise,20,945,11340,True,False,False,False,annual,True
S-92e3465e,A-430daf,2021-10-22,,Basic,49,266,3192,False,False,True,False,annual,True
S-b7f48569,A-e23d29,2024-06-09,2024-10-04,Pro,99,1148,13776,True,False,False,True,monthly,True
S-42e5506c,A-ba7802,2024-10-19,,Basic,23,259,3108,False,False,False,False,annual,False
S-ab846f96,A-ff97ce,2023-05-31,2024-01-01,Pro,5,1949,23388,False,False,True,True,annual,True
S-dfdeeca7,A-410bfd,2024-02-08,,Enterprise,9,1677,20124,False,False,False,False,annual,False
S-d22790cf,A-99203a,2023-04-27,,Enterprise,119,713,8556,False,False,False,False,monthly,False
S-bba309f5,A-9f9cca,2023-02-13,,Enterprise,15,1063,12756,False,False,False,False,monthly,True
S-1bfe3cba,A-7b6eee,2024-11-26,,Enterprise,185,3313,39756,False,False,False,False,annual,True
S-c88e888c,A-16905a,2024-03-21,,Enterprise,159,2925,35100,False,True,False,False,annual,True
S-d1c660da,A-377924,2021-06-18,,Basic,18,5217,62604,False,False,False,False,annual,True
S-8d730bac,A-e6ef8b,2021-02-28,,Pro,36,2849,34188,False,False,False,False,annual,True
S-977ab226,A-63c268,2021-08-06,,Basic,77,3070,36840,False,False,False,False,monthly,True
S-fabad0d2,A-ba0f8c,2023-05-11,,Enterprise,170,754,9048,False,False,False,False,monthly,True
S-15bbe01e,A-ba7802,2022-05-26,2024-02-12,Pro,14,1484,17808,False,False,False,True,annual,True
S-f045d1bc,A-fbe044,2021-12-10,,Basic,93,3620,43440,False,False,False,False,monthly,True
S-80ccf875,A-4064bb,2023-02-06,,Pro,68,4473,53676,False,False,False,False,annual,True
S-1c345655,A-40fc24,2024-10-03,,Basic,155,1117,13404,False,True,False,False,annual,True
S-1bc20287,A-dabc1b,2024-04-07,2025-12-25,Basic,81,2374,28488,False,False,False,True,monthly,False
S-4eb44d3e,A-14e75c,2023-06-05,,Basic,2,1423,17076,True,True,False,False,annual,True
S-58620342,A-961a05,2021-11-16,,Basic,189,3196,38352,False,False,False,False,monthly,True
S-7549d04c,A-d16ef7,2021-01-20,,Enterprise,154,27,324,False,False,False,False,annual,True
S-35df2fd7,A-71e1df,2023-02-09,,Enterprise,158,1973,23676,False,False,False,False,annual,True
S-d6a18edf,A-7e69c7,2022-12-05,,Pro,8,1824,21888,True,False,False,False,annual,True
S-e116184e,A-68ffd0,2024-12-27,2026-11-07,Pro,62,1924,23088,False,False,True,True,monthly,True
S-a6343960,A-bda37c,2023-04-28,2025-04-06,Pro,159,1112,13344,False,False,True,True,monthly,False
S-c751ff1d,A-e09af2,2022-12-18,,Enterprise,46,4847,58164,False,False,False,False,annual,True
S-e961f9a7,A-98ae9b,2024-09-27,,Basic,103,4071,48852,False,False,False,False,monthly,True
S-c80c6b2e,A-661aa8,2022-12-29,,Pro,101,228,2736,False,False,False,False,annual,True
S-b78ad299,A-4f020e,2021-08-13,,Basic,21,767,9204,False,False,False,False,monthly,False
S-4116dffd,A-0ff5dc,2021-03-30,,Enterprise,62,3401,40812,False,False,True,False,monthly,True
S-355eddb7,A-fd5d1c,2023-01-29,,Enterprise,19,1699,20388,False,False,False,False,annual,True
S-c43b87dd,A-4acad6,2021-09-27,,Pro,20,1155,13860,False,False,False,False,annual,True
S-2c0fbc45,A-f1d958,2021-09-21,2022-03-18,Basic,116,795,9540,False,False,False,True,annual,True
S-fa01fe99,A-6fdb5c,2023-03-06,,Basic,78,520,6240,False,False,False,False,annual,True
S-ca761826,A-0e6fb8,2023-04-17,,Enterprise,15,3627,43524,False,False,True,False,annual,True
S-cfa208fe,A-15e7b5,2023-03-08,,Basic,47,2966,35592,False,False,False,False,monthly,True
S-1e43028a,A-cea72b,2022-05-28,,Pro,73,2911,34932,False,False,False,False,monthly,True
S-3a661086,A-b1f3cb,2023-03-11,,Basic,156,2024,24288,True,False,False,False,monthly,True
S-49de7b23,A-f56c83,2024-10-29,,Basic,58,2887,34644,False,True,False,False,monthly,True
S-9481bfac,A-27e0e9,2021-01-25,,Pro,107,539,6468,False,False,False,False,annual,True
S-c3e70be3,A-626bb3,2023-03-13,,Basic,80,1249,14988,False,True,False,False,annual,True
S-a2969538,A-b32d86,2024-12-24,2025-07-05,Basic,53,4976,59712,True,False,False,True,monthly,True
S-b4b13a34,A-703310,2024-12-23,,Enterprise,84,5503,66036,False,False,False,False,annual,False
S-5d6e00ea,A-8d94af,2021-06-15,,Pro,177,1980,23760,False,True,False,False,monthly,False
S-47920c3c,A-d3803e,2021-01-07,,Basic,185,1030,12360,False,False,False,False,annual,False
S-78712b26,A-2feda1,2024-09-16,2025-09-23,Enterprise,167,3443,41316,False,False,False,True,annual,True
S-eff06d70,A-430daf,2021-12-02,,Basic,8,3824,45888,False,False,False,False,annual,True
S-2eef9fc6,A-aeac12,2022-04-14,,Basic,158,2982,35784,False,True,True,False,monthly,True
S-9abe758f,A-4f4bc8,2023-04-29,,Pro,3,999,11988,False,False,False,False,annual,True
S-71df373e,A-6f8408,2021-12-21,,Basic,72,3922,47064,False,True,False,False,annual,True
S-a2eb506f,A-e1fa7f,2022-12-08,,Pro,52,2952,35424,False,False,False,False,annual,False
S-d686220c,A-2151c8,2023-07-07,,Enterprise,107,4806,57672,False,True,False,False,annual,True
S-088a4586,A-31d091,2022-05-27,2023-08-12,Basic,18,291,3492,False,False,False,True,annual,True
S-1e2d9c92,A-9e5b2d,2024-06-29,,Pro,155,1980,23760,True,False,False,False,annual,True
S-ab746228,A-df2118,2023-11-01,,Pro,183,904,10848,True,True,False,False,monthly,True
S-a1ca3e0d,A-2bcd7c,2023-04-28,,Enterprise,63,1980,23760,False,True,False,False,monthly,True
S-9b684796,A-4182b6,2022-12-11,,Pro,181,2887,34644,False,False,False,False,monthly,True
S-9fbc5f2c,A-90aaae,2022-11-03,,Pro,145,1373,16476,False,True,False,False,monthly,True
S-c624e80e,A-4e2188,2022-09-17,,Pro,172,1734,20808,False,False,False,False,annual,True
S-6f784b5f,A-ba42fc,2023-09-11,,Pro,102,5114,61368,True,False,False,False,monthly,True
S-bfb3baf6,A-24f862,2023-06-14,,Basic,9,330,3960,False,False,True,False,monthly,True
S-38823357,A-c00b52,2022-12-11,,Basic,114,4633,55596,False,True,False,False,monthly,True
S-c8d15118,A-121302,2023-01-17,,Pro,4,2129,25548,False,False,False,False,annual,True
S-825cafe0,A-f3890c,2023-07-31,2024-09-25,Pro,144,1023,12276,False,False,False,True,monthly,True
S-fb96c551,A-1788ce,2023-10-07,,Enterprise,172,3932,47184,False,False,False,False,annual,False
S-59cbc972,A-1ce57d,2024-12-29,,Pro,141,1942,23304,False,True,True,False,monthly,False
S-78298e2a,A-61408e,2024-06-19,,Enterprise,114,3142,37704,False,True,False,False,monthly,True
S-2f22ab4d,A-118777,2022-05-28,,Pro,97,476,5712,False,False,False,False,monthly,True
S-39f7dc14,A-87ec94,2024-07-12,,Basic,126,480,5760,False,False,False,False,annual,True
S-e4194c61,A-9e2b64,2023-09-29,,Pro,67,4161,49932,False,False,False,False,monthly,True
S-a27b30ba,A-50e35d,2022-05-30,,Basic,70,6350,76200,False,False,False,False,monthly,True
S-daa16d78,A-85a76f,2022-05-09,,Basic,91,2154,25848,False,False,False,False,monthly,True
S-7f5c3121,A-f60e4b,2021-11-26,,Enterprise,46,2968,35616,False,False,False,False,monthly,True
S-4f2c5bcb,A-118777,2023-10-12,,Enterprise,13,1883,22596,False,False,False,False,monthly,True
S-9c761e51,A-993774,2021-07-05,,Basic,120,565,6780,False,True,True,False,annual,False
S-94b5f91d,A-825eb0,2024-10-07,2024-12-11,Pro,54,4230,50760,False,False,False,True,annual,True
S-7d4b644d,A-5d149a,2024-12-23,,Pro,103,1236,14832,False,False,False,False,annual,False
S-6cd916de,A-bbe512,2024-02-10,,Basic,54,3964,47568,False,False,False,False,annual,True
S-582c0eb5,A-8ae5b4,2021-05-19,,Enterprise,90,2748,32976,False,False,False,False,monthly,True
S-25507286,A-85a324,2024-12-24,,Enterprise,18,2945,35340,False,False,False,False,monthly,True
S-02fde524,A-26efad,2022-12-25,,Basic,43,2195,26340,False,False,False,False,monthly,True
S-65d4497e,A-32812a,2023-07-08,,Pro,151,1763,21156,True,False,False,False,monthly,True
S-7178ff6b,A-3f39a3,2024-02-17,,Basic,100,225,2700,False,True,False,False,monthly,False
S-e707f86e,A-a3efac,2023-12-09,,Enterprise,19,2605,31260,False,False,False,False,annual,True
S-c3052287,A-40abca,2022-03-12,,Basic,137,2842,34104,False,False,False,False,annual,True
S-a4fefdf9,A-7aee9c,2023-12-18,2024-08-05,Basic,62,153,1836,False,False,False,True,annual,True
S-e8ac7ff8,A-449185,2024-11-02,,Pro,98,1687,20244,False,True,True,False,monthly,True
S-65666679,A-bf83ac,2022-09-25,,Basic,84,908,10896,False,False,False,False,annual,True
S-fa05d9d0,A-144089,2023-08-21,,Pro,104,3811,45732,False,False,False,False,annual,False
S-61da43db,A-ad2f33,2024-09-23,,Pro,35,2671,32052,False,False,True,False,monthly,True
S-7fc7e634,A-8a8f8a,2023-06-29,,Basic,160,1565,18780,False,True,False,False,monthly,True
S-709760cf,A-79589c,2023-05-06,2024-08-26,Pro,136,2178,26136,False,False,False,True,annual,True
S-7d251360,A-50e35d,2024-05-07,,Enterprise,120,3581,42972,True,False,False,False,annual,False
S-9b114401,A-7e69c7,2023-09-04,,Basic,94,1241,14892,True,False,False,False,annual,True
S-901ea60e,A-a4bc9c,2021-12-30,,Enterprise,174,1070,12840,False,False,False,False,annual,False
S-b38913bc,A-e1796c,2022-10-24,,Basic,168,2736,32832,False,False,False,False,annual,True
S-7c88f35d,A-2b45e5,2023-12-03,,Basic,29,5253,63036,False,False,False,False,monthly,True
S-944db014,A-57e924,2024-01-18,,Enterprise,82,4498,53976,False,False,False,False,annual,False
S-92f9dc88,A-0562c3,2024-08-22,,Enterprise,137,408,4896,True,False,False,False,monthly,True
S-eea10ff4,A-0e6fb8,2021-05-19,,Basic,67,544,6528,False,False,False,False,annual,True
S-014cd4c1,A-40fc24,2023-11-09,,Basic,89,5851,70212,False,False,False,False,monthly,True
S-dbe846da,A-40fc24,2024-03-29,,Enterprise,160,3294,39528,False,False,False,False,monthly,True
S-3cebb358,A-4f4bc8,2021-04-20,,Pro,185,487,5844,False,False,False,False,monthly,True
S-d0a2a8a5,A-ef6f7e,2022-01-29,,Basic,164,5389,64668,False,True,False,False,annual,True
S-e1de963a,A-58a963,2021-10-25,,Enterprise,172,87,1044,False,True,False,False,annual,True
S-751701a2,A-59d242,2024-07-18,,Basic,119,3852,46224,False,False,False,False,annual,False
S-99d7ec97,A-68948f,2022-03-18,,Basic,167,4701,56412,False,False,False,False,monthly,True
S-de14d027,A-e3bd6e,2024-11-24,,Basic,25,2420,29040,False,False,False,False,annual,True
S-78e08e17,A-321421,2021-11-14,,Pro,183,685,8220,False,False,False,False,annual,True
S-aa76c94e,A-36181a,2024-11-28,2026-02-02,Basic,90,1362,16344,False,False,False,True,monthly,True
S-aae5b0a3,A-e09af2,2023-10-25,,Basic,139,1207,14484,False,False,False,False,annual,False
S-4c6a90ba,A-60fec0,2022-05-05,2022-06-07,Enterprise,60,3218,38616,False,False,False,True,annual,False
S-6600a7ac,A-ce9869,2023-11-01,,Basic,157,419,5028,True,False,False,False,annual,True
S-e1ab3b89,A-0bcb7a,2023-02-18,,Basic,110,2251,27012,False,False,False,False,monthly,True
S-6e5af54b,A-87d27b,2021-07-09,,Basic,135,2588,31056,False,False,False,False,annual,True
S-33cdc910,A-8efb70,2023-03-02,,Basic,54,1143,13716,False,False,False,False,annual,True
S-14fb3d7d,A-8f00d8,2024-01-08,,Pro,140,3089,37068,False,False,False,False,monthly,True
S-c95f396b,A-cdee75,2023-03-21,,Basic,171,2139,25668,False,False,False,False,annual,True
S-be4387c2,A-c00b52,2024-02-09,,Enterprise,101,3955,47460,False,True,False,False,annual,True
S-ec4a837f,A-89fca7,2022-03-01,,Pro,80,2526,30312,False,False,False,False,monthly,True
S-52ea1220,A-e6ef8b,2024-09-29,,Enterprise,62,295,3540,False,False,False,False,annual,False
S-dabab240,A-3bb1ee,2021-03-12,,Pro,16,902,10824,False,False,False,False,annual,True
S-b4816f9e,A-795e78,2023-02-08,,Basic,71,6769,81228,False,False,True,False,annual,True
S-b89318fe,A-dccde9,2023-12-29,,Pro,158,1541,18492,False,False,False,False,monthly,True
S-06316970,A-1788ce,2024-03-23,,Basic,131,2073,24876,False,False,True,False,monthly,True
S-0f319b2f,A-32812a,2023-04-30,,Enterprise,169,1159,13908,False,True,False,False,annual,True
S-8396d22e,A-3204d3,2023-05-08,,Pro,169,733,8796,False,False,False,False,monthly,True
S-9f134f85,A-4182b6,2023-02-17,,Pro,80,523,6276,False,False,False,False,annual,True
S-81ba65cf,A-a481e9,2024-01-23,,Enterprise,57,1141,13692,False,True,True,False,annual,True
S-cc11b3b8,A-0dd367,2021-12-30,,Enterprise,40,3839,46068,False,False,False,False,monthly,True
S-62645e51,A-410bfd,2022-06-05,,Basic,165,2714,32568,False,False,False,False,monthly,True
S-cb5884c9,A-2c850e,2023-02-07,2023-11-13,Pro,169,2062,24744,True,False,False,True,monthly,True
S-1d3edfc6,A-c4599d,2023-05-22,,Basic,57,3863,46356,False,False,False,False,annual,True
S-c78c2f3a,A-9e2b64,2023-07-22,,Enterprise,92,3254,39048,False,False,False,False,annual,False
S-2c5c9b91,A-9a8bb2,2024-02-06,,Pro,41,1195,14340,True,False,False,False,monthly,True
S-dda9caf2,A-e1406a,2024-01-30,2025-12-29,Enterprise,13,4925,59100,False,False,False,True,monthly,True
S-a3fda421,A-819eaf,2023-06-22,,Basic,41,1129,13548,False,False,False,False,annual,True
S-bcdd7f0a,A-2bf8bb,2022-11-02,,Enterprise,189,1731,20772,False,False,False,False,annual,False
S-249a4205,A-216da3,2021-05-10,,Pro,177,928,11136,False,False,False,False,monthly,True
S-659561e5,A-3ac391,2022-05-29,,Enterprise,39,1213,14556,False,False,False,False,monthly,False
S-71ad4d88,A-7b1bc8,2022-08-29,2024-08-23,Basic,91,3103,37236,False,False,False,True,monthly,True
S-2950b46e,A-6751ab,2024-02-26,,Enterprise,135,255,3060,True,False,True,False,monthly,True
S-11624c69,A-dee10f,2022-06-06,,Pro,33,1567,18804,False,True,False,False,annual,True
S-8bcd093e,A-f4c25c,2021-04-28,,Basic,172,3802,45624,False,False,False,False,annual,True
S-5266e45b,A-d16ef7,2022-10-08,,Pro,44,2875,34500,False,False,False,False,monthly,True
S-5adc519b,A-45a1c6,2023-08-22,,Pro,146,2878,34536,False,True,False,False,annual,False
